id|breed|animal_name|species|animal_birth|outpatient|hospitalization|operation|patella|skin_disease|dental|urinary|liability|insurance_choice
1123|121|³×³×|2|6|5|3|1|1|4|3|3|3|72
1124|121|³×³×|2|7|1|2|3|3|3|1|1|3|27
1125|121|³×³×|2|8|2|2|2|2|2|5|2|2|21
1126|121|³×³×|2|9|3|4|2|3|2|4|4|2|27
1127|122|³×³×|2|0|5|5|4|2|4|3|3|2|73
1128|122|³×³×|2|1|5|5|4|3|3|4|5|3|27
1129|122|³×³×|2|2|4|5|3|3|3|3|2|3|21
1130|122|³×³×|2|3|4|3|2|1|2|4|1|4|21
1131|122|³×³×|2|4|4|3|2|2|2|2|4|4|70
1132|122|³×³×|2|5|4|3|2|3|2|3|3|5|21
1133|122|³×³×|2|6|5|2|2|3|1|5|5|3|22
1134|122|³×³×|2|7|5|2|3|4|1|1|4|4|27
1135|122|³×³×|2|8|4|1|2|4|1|2|4|2|27
1136|122|³×³×|2|1|4|1|1|5|2|2|3|3|6
1137|122|³×³×|2|2|3|1|2|5|2|3|2|5|27
1138|122|³×³×|2|3|4|1|1|4|2|3|3|1|27
1139|121|³×³×|2|4|3|1|1|3|2|1|5|2|22
1140|121|³×³×|2|5|2|2|2|3|1|2|3|2|21
1141|121|³×³×|2|5|2|2|2|2|1|3|1|3|27
1142|121|³×³×|2|5|1|3|2|1|2|3|3|3|27
1143|122|³×³×|2|6|1|3|2|1|2|4|2|1|21
1144|122|³×³×|2|7|2|3|2|2|3|4|4|2|73
1145|123|³×³×|2|8|2|4|3|2|4|5|3|3|22
1146|123|³×³×|2|9|3|4|1|3|4|5|4|3|27
1147|123|³×³×|2|0|3|5|1|3|5|4|5|4|27
1148|123|³×³×|2|1|4|5|1|4|5|3|2|4|21
1149|123|³×³×|2|2|5|4|1|3|5|3|1|5|27
1150|123|³×³×|2|8|5|3|2|3|5|2|1|5|27
1151|123|³×³×|2|6|5|3|2|2|4|1|1|4|28
1152|123|³×³×|2|7|4|2|3|5|4|1|2|3|28
1153|123|³×³×|2|8|4|2|3|5|3|2|3|3|6
1154|123|³×³×|2|9|4|1|4|5|3|2|3|2|71
1155|123|³×³×|2|2|3|1|4|5|2|3|3|1|73
1156|123|³×³×|2|2|3|5|4|5|2|3|4|1|22
1157|123|³×³×|2|4|2|1|3|3|4|5|2|4|27
1158|123|³×³×|2|5|3|1|2|4|4|1|1|5|27
1159|124|³×³×|2|6|4|1|2|3|3|2|5|5|70
1160|124|³×³×|2|10|5|2|2|1|3|2|1|5|27
1161|124|³×³×|2|5|6|2|1|1|2|3|2|4|28
1162|124|³×³×|2|5|7|1|1|4|2|3|2|4|27
1163|124|³×³×|2|6|8|2|1|3|1|1|3|3|21
1164|124|³×³×|2|7|0|2|1|5|1|2|3|3|21
1165|124|³×³×|2|8|1|3|1|5|1|3|1|2|27
1166|124|³×³×|2|9|2|3|2|5|1|3|2|2|21
1167|124|³×³×|2|0|0|4|2|4|1|4|1|1|27
1168|124|³×³×|2|1|1|1|1|4|2|4|1|1|21
1169|124|³×³×|2|2|2|5|1|3|2|5|1|1|27
1170|124|³×³×|2|3|3|5|2|3|1|5|1|2|21
1171|124|³×³×|2|4|4|5|2|2|2|4|2|2|21
1172|125|³×³×|2|5|5|4|3|2|2|3|3|2|27
1173|125|³×³×|2|6|6|3|3|1|2|3|3|1|5
1174|125|³×³×|2|7|7|3|4|1|1|2|3|2|21
1175|125|³×³×|2|8|8|3|4|2|2|1|1|2|27
1176|125|³×³×|2|1|3|3|2|4|2|5|4|3|73
1177|125|³×³×|2|2|4|3|3|4|1|5|3|4|28
1178|125|³×³×|2|3|4|4|3|3|1|2|3|1|22
1179|125|³×³×|2|4|4|4|4|3|2|1|2|5|27
1180|125|³×³×|2|5|3|5|3|3|2|1|1|1|21
1181|125|³×³×|2|5|3|5|3|3|3|2|1|5|27
1182|125|³×³×|2|5|2|4|2|2|3|4|2|1|27
1183|126|³×³×|2|6|2|3|2|2|4|4|2|5|27
1184|126|³×³×|2|7|1|3|3|1|3|3|3|1|6
1185|126|³×³×|2|8|1|2|3|2|3|4|3|2|71
1186|126|³×³×|2|9|1|2|1|2|2|3|4|2|71
1187|126|³×³×|2|0|3|2|2|3|1|4|3|2|28
1188|126|³×³×|2|1|4|2|3|2|2|3|3|2|71
1189|126|³×³×|2|2|4|2|1|2|2|5|2|3|28
1190|126|³×³×|2|8|5|1|2|1|3|5|4|3|70
1191|126|³×³×|2|6|5|1|3|1|3|5|5|4|70
1192|127|³×³×|2|7|5|1|4|2|1|3|5|4|22
1193|127|³×³×|2|8|5|2|5|2|2|4|4|5|27
1194|127|³×³×|2|9|3|2|5|3|4|3|3|5|6
1195|127|³×³×|2|2|3|3|3|3|4|1|4|3|22
1196|127|³×³×|2|2|3|3|4|4|5|1|4|4|27
1197|127|³×³×|2|4|4|3|2|4|5|1|5|3|21
1198|128|³×³×|2|5|2|4|3|5|5|1|5|2|22
1199|128|³×³×|2|6|1|5|5|5|1|2|4|3|27
1200|128|³×³×|2|10|2|5|1|5|5|2|4|4|27
1201|128|³×³×|2|5|2|5|2|4|1|3|3|3|21
1202|128|³×³×|2|5|3|5|2|4|2|3|2|3|27
1203|128|³×³×|2|6|2|5|3|3|5|4|2|2|21
1204|129|³×³×|2|7|2|4|3|3|2|4|2|2|27
1205|129|³×³×|2|8|1|4|1|2|5|5|2|3|27
1206|129|³×³×|2|9|2|3|2|2|4|5|3|4|70
1207|81|ÀÌ÷À÷À|1|3|5|3|3|2|3|5|3|3|28
1208|81|ÀÌ÷À÷À|1|2|3|3|2|3|4|3|3|2|25
1209|81|ÀÌ÷À÷À|1|3|1|3|2|3|5|3|4|2|76
1210|81|ÀÌ÷À÷À|1|7|5|5|3|4|5|2|3|4|46
1211|81|ÀÌ÷À÷À|1|4|3|2|5|2|2|2|4|3|77
1212|81|ÀÌ÷À÷À|1|3|4|5|3|5|2|3|2|2|50
1213|81|ÀÌ÷À÷À|1|6|5|4|5|5|3|5|5|5|50
1214|81|ÀÌ÷À÷À|1|3|3|2|3|3|5|2|2|3|76
1215|81|ÀÌ÷À÷À|1|4|3|4|3|2|4|3|2|2|78
1216|81|ÀÌ÷À÷À|1|3|5|4|5|5|3|2|3|3|79
1217|82|ÀÌ÷À÷À|1|7|3|2|5|2|1|2|1|1|76
1218|82|ÀÌ÷À÷À|1|1|3|4|3|3|1|2|1|1|78
1219|82|ÀÌ÷À÷À|1|7|4|3|4|3|2|3|2|2|61
1220|82|ÀÌ÷À÷À|1|5|4|2|5|2|3|5|3|2|68
1221|82|ÀÌ÷À÷À|1|2|3|5|3|2|4|3|2|2|78
1222|82|ÀÌ÷À÷À|1|4|5|3|5|2|4|2|4|3|60
1223|82|ÀÌ÷À÷À|1|3|3|3|3|2|3|5|2|4|16
1224|82|ÀÌ÷À÷À|1|1|2|3|2|5|3|2|3|2|7
1225|82|ÀÌ÷À÷À|1|2|3|2|3|5|2|4|2|3|79
1226|82|ÀÌ÷À÷À|1|2|4|3|4|2|5|2|3|2|60
1227|1|ÀÌ÷À÷À|1|8|3|4|3|2|5|2|3|4|4
1228|1|ÀÌ÷À÷À|1|2|3|3|2|3|4|2|3|2|69
1229|1|ÀÌ÷À÷À|1|3|3|2|2|1|1|2|5|3|23
1230|1|ÀÌ÷À÷À|1|1|4|3|2|3|5|2|3|4|77
1231|1|ÀÌ÷À÷À|1|4|5|5|3|2|4|2|3|5|67
1232|1|ÀÌ÷À÷À|1|3|2|3|2|1|2|3|2|3|55
1233|2|ÀÌ÷À÷À|1|5|3|3|3|2|3|2|3|3|20
1234|2|ÀÌ÷À÷À|1|3|5|4|3|5|3|2|3|2|46
1235|2|ÀÌ÷À÷À|1|4|3|3|2|3|4|2|3|2|2
1236|2|ÀÌ÷À÷À|1|3|2|2|2|3|4|3|2|2|14
1237|2|ÀÌ÷À÷À|1|2|3|2|2|2|4|5|3|2|17
1238|2|ÀÌ÷À÷À|1|1|2|2|4|5|3|4|3|2|67
1239|3|ÀÌ÷À÷À|1|1|2|3|3|2|4|5|2|5|25
1240|3|ÀÌ÷À÷À|1|1|3|2|2|3|5|3|2|5|56
1241|3|ÀÌ÷À÷À|1|4|5|5|3|2|4|2|3|2|2
1242|3|ÀÌ÷À÷À|1|4|3|2|3|3|3|2|3|3|57
1243|3|ÀÌ÷À÷À|1|3|1|5|3|2|1|2|1|3|26
1244|3|ÀÌ÷À÷À|1|1|2|1|3|2|1|2|5|2|56
1245|3|ÀÌ÷À÷À|1|3|2|3|2|5|2|3|2|2|49
1246|4|ÀÌ÷À÷À|1|2|3|2|3|2|2|5|3|2|12
1247|4|ÀÌ÷À÷À|1|3|5|3|2|5|3|2|3|2|18
1248|4|ÀÌ÷À÷À|1|7|3|2|3|4|2|3|5|2|2
1249|4|ÀÌ÷À÷À|1|4|3|3|2|5|5|2|4|2|9
1250|4|ÀÌ÷À÷À|1|3|2|2|1|2|5|4|5|3|65
1251|4|ÀÌ÷À÷À|1|5|2|3|2|2|5|2|5|5|23
1252|4|ÀÌ÷À÷À|1|3|3|3|2|2|2|1|2|5|20
1253|5|ÀÌ÷À÷À|1|4|2|3|2|5|2|1|4|3|11
1254|5|ÀÌ÷À÷À|1|3|2|3|2|2|5|2|3|2|64
1255|5|ÀÌ÷À÷À|1|2|4|5|3|2|5|2|3|5|56
1256|5|ÀÌ÷À÷À|1|8|5|2|3|2|4|2|3|2|66
1257|5|ÀÌ÷À÷À|1|1|4|3|2|5|3|2|5|3|11
1258|5|ÀÌ÷À÷À|1|1|3|5|2|3|2|5|2|2|52
1259|6|ÀÌ÷À÷À|1|2|1|3|2|5|4|2|3|5|2
1260|6|ÀÌ÷À÷À|1|4|3|2|5|2|4|2|4|3|16
1261|6|ÀÌ÷À÷À|1|3|2|3|5|2|4|2|3|2|1
1262|6|ÀÌ÷À÷À|1|1|3|5|2|1|2|1|4|3|75
1263|6|ÀÌ÷À÷À|1|2|2|2|1|5|3|2|5|1|11
1264|6|ÀÌ÷À÷À|1|2|3|2|5|2|4|2|1|2|50
1265|6|ÀÌ÷À÷À|1|3|4|3|2|5|2|1|5|2|47
1266|7|ÀÌ÷À÷À|1|2|2|2|5|2|4|2|5|3|75
1267|7|ÀÌ÷À÷À|1|3|3|2|2|1|4|2|5|2|79
1268|7|ÀÌ÷À÷À|1|1|2|2|1|5|3|2|5|1|47
1269|7|ÀÌ÷À÷À|1|4|2|2|1|4|2|5|3|5|3
1270|7|ÀÌ÷À÷À|1|3|3|2|3|5|3|1|2|4|17
1271|7|ÀÌ÷À÷À|1|5|2|2|4|2|3|2|5|2|68
1272|8|ÀÌ÷À÷À|1|3|4|3|2|3|5|2|3|2|77
1273|8|ÀÌ÷À÷À|1|4|3|5|2|1|2|1|4|3|46
1274|8|ÀÌ÷À÷À|1|3|1|1|2|1|3|5|2|1|25
1275|8|ÀÌ÷À÷À|1|2|2|3|2|1|2|5|3|2|57
1276|8|ÀÌ÷À÷À|1|1|2|2|1|4|2|5|3|5|14
1277|8|ÀÌ÷À÷À|1|1|3|5|3|2|1|2|5|2|79
1278|8|ÀÌ÷À÷À|1|1|2|3|2|4|5|2|3|5|69
1279|9|ÀÌ÷À÷À|1|2|2|2|3|2|5|2|4|2|28
1280|9|ÀÌ÷À÷À|1|6|3|3|3|2|2|5|2|4|19
1281|9|ÀÌ÷À÷À|1|3|2|2|1|5|3|2|5|1|13
1282|9|ÀÌ÷À÷À|1|1|4|5|4|5|3|5|4|4|67
1283|9|ÀÌ÷À÷À|1|2|5|5|5|4|5|5|5|3|77
1284|9|ÀÌ÷À÷À|1|2|3|5|2|4|5|3|2|1|78
1285|9|ÀÌ÷À÷À|1|6|2|3|5|2|4|2|3|2|59
1286|10|ÀÌ÷À÷À|1|3|5|3|2|5|2|1|5|4|44
1287|10|ÀÌ÷À÷À|1|4|4|3|2|3|5|2|3|2|48
1288|10|ÀÌ÷À÷À|1|3|3|4|5|2|5|2|1|4|54
1289|10|ÀÌ÷À÷À|1|2|2|1|5|4|3|2|5|1|66
1290|10|ÀÌ÷À÷À|1|1|4|3|2|5|2|1|5|2|16
1291|10|ÀÌ÷À÷À|1|1|3|5|2|1|2|1|4|3|26
1292|11|ÀÌ÷À÷À|1|1|2|2|3|2|5|2|4|2|2
1293|11|ÀÌ÷À÷À|1|2|3|2|2|1|4|2|5|2|9
1294|11|ÀÌ÷À÷À|1|4|3|5|4|2|5|2|3|5|74
1295|11|ÀÌ÷À÷À|1|3|4|3|2|5|2|1|5|4|75
1296|11|ÀÌ÷À÷À|1|1|2|2|1|5|3|2|5|1|9
1297|11|ÀÌ÷À÷À|1|2|4|3|2|5|4|5|4|2|65
1298|12|ÀÌ÷À÷À|1|2|5|5|3|2|5|2|4|5|61
1299|12|ÀÌ÷À÷À|1|3|3|2|3|5|3|1|2|4|12
1300|12|ÀÌ÷À÷À|1|2|4|3|5|2|5|5|4|5|23
1301|12|ÀÌ÷À÷À|1|3|2|2|5|2|4|2|5|3|14
1302|12|ÀÌ÷À÷À|1|1|5|5|5|5|5|4|5|5|52
1303|12|ÀÌ÷À÷À|1|7|4|5|4|5|3|5|4|4|2
1304|13|ÀÌ÷À÷À|1|3|2|3|5|2|4|2|3|2|46
1305|13|ÀÌ÷À÷À|1|8|1|2|3|2|1|2|4|2|23
1306|13|ÀÌ÷À÷À|1|3|3|5|2|4|5|3|2|1|47
1307|13|ÀÌ÷À÷À|1|4|3|2|5|2|3|5|2|5|23
1308|13|ÀÌ÷À÷À|1|3|2|1|5|4|2|3|2|1|46
1309|13|ÀÌ÷À÷À|1|2|2|3|2|4|5|2|3|5|17
1310|14|ÀÌ÷À÷À|1|8|3|2|1|2|5|2|1|4|58
1311|14|ÀÌ÷À÷À|1|1|5|5|5|4|5|5|5|3|69
1312|14|ÀÌ÷À÷À|1|1|4|2|3|5|2|1|5|4|13
1313|14|ÀÌ÷À÷À|1|2|3|2|1|5|4|2|3|5|64
1314|14|ÀÌ÷À÷À|1|7|2|5|4|2|3|5|1|4|60
1315|14|ÀÌ÷À÷À|1|3|2|2|1|4|2|5|3|5|78
1316|15|ÀÌ÷À÷À|1|1|3|2|5|1|4|5|3|2|57
1317|15|ÀÌ÷À÷À|1|2|4|5|4|5|3|5|4|4|56
1318|15|ÀÌ÷À÷À|1|2|4|3|2|5|4|5|4|2|15
1319|15|ÀÌ÷À÷À|1|3|2|1|5|4|3|2|5|1|66
1320|15|ÀÌ÷À÷À|1|2|2|2|4|2|3|2|5|2|61
1321|15|ÀÌ÷À÷À|1|3|2|3|2|4|5|2|3|5|56
1322|1|ÀÌ÷À÷À|1|3|5|5|4|3|5|2|5|4|79
1323|2|ÀÌ÷À÷À|1|2|5|3|4|2|3|5|2|4|18
1324|3|ÀÌ÷À÷À|1|2|3|3|3|2|3|5|4|1|17
1325|4|ÀÌ÷À÷À|1|3|5|4|2|5|3|2|5|1|52
1326|5|ÀÌ÷À÷À|1|2|3|3|2|3|2|2|1|4|15
1327|6|ÀÌ÷À÷À|1|4|3|3|2|1|2|5|2|4|59
1328|7|ÀÌ÷À÷À|1|2|2|2|3|2|3|2|1|4|24
1329|8|ÀÌ÷À÷À|1|5|3|2|1|2|1|2|4|2|46
1330|9|ÀÌ÷À÷À|1|7|3|3|2|3|5|2|3|4|65
1331|10|ÀÌ÷À÷À|1|1|3|3|3|3|4|2|3|2|14
1332|11|ÀÌ÷À÷À|1|4|2|3|2|4|3|2|5|2|49
1333|12|ÀÌ÷À÷À|1|3|2|2|3|5|4|5|2|5|77
1334|13|ÀÌ÷À÷À|1|2|3|3|2|5|2|4|2|5|47
1335|14|ÀÌ÷À÷À|1|1|5|4|5|2|3|5|4|5|79
1336|15|ÀÌ÷À÷À|1|8|3|3|2|3|2|1|2|2|16
1337|1|ÀÌ÷À÷À|1|2|5|5|5|4|5|3|5|4|46
1338|2|ÀÌ÷À÷À|1|3|5|3|5|4|2|5|1|4|18
1339|3|ÀÌ÷À÷À|1|5|5|5|3|5|4|5|2|5|49
1340|4|ÀÌ÷À÷À|1|6|5|3|5|4|5|2|5|4|46
1341|5|ÀÌ÷À÷À|1|3|4|4|3|4|2|5|4|2|8
1342|6|ÀÌ÷À÷À|1|2|3|5|4|2|5|3|5|4|77
1343|7|ÀÌ÷À÷À|1|1|5|5|3|4|2|5|2|4|52
1344|8|ÀÌ÷À÷À|1|4|3|5|4|2|5|2|4|2|78
1345|9|ÀÌ÷À÷À|1|7|4|4|2|3|2|5|4|2|56
1346|10|ÀÌ÷À÷À|1|8|5|4|2|3|5|2|4|2|48
1347|11|ÀÌ÷À÷À|1|5|2|4|2|5|1|3|2|4|79
1348|12|ÀÌ÷À÷À|1|2|3|3|2|3|2|5|2|4|61
1349|13|ÀÌ÷À÷À|1|3|3|3|4|2|5|2|4|2|64
1350|14|ÀÌ÷À÷À|1|2|3|4|3|4|3|2|3|4|67
1351|15|ÀÌ÷À÷À|1|4|2|4|2|5|2|3|2|2|53
1352|149|ÀÌ÷À÷À|2|1|2|2|1|2|1|2|3|2|27
1353|149|ÀÌ÷À÷À|2|4|3|3|2|1|3|4|2|1|21
1354|149|ÀÌ÷À÷À|2|3|2|2|4|3|2|4|5|1|5
1355|149|ÀÌ÷À÷À|2|5|3|2|4|5|2|3|4|2|21
1356|149|ÀÌ÷À÷À|2|3|4|5|3|4|2|3|4|2|73
1357|149|ÀÌ÷À÷À|2|5|3|4|5|2|3|4|1|1|27
1358|149|ÀÌ÷À÷À|2|3|2|1|2|3|2|2|3|1|27
1359|149|ÀÌ÷À÷À|2|4|5|3|5|2|3|4|1|2|21
1360|149|ÀÌ÷À÷À|2|3|1|2|3|2|2|3|2|1|21
1361|149|ÀÌ÷À÷À|2|2|3|4|2|3|2|3|2|2|21
1362|150|ÀÌ÷À÷À|2|1|5|3|2|3|5|4|2|2|27
1363|150|ÀÌ÷À÷À|2|1|1|2|3|2|2|3|2|2|28
1364|150|ÀÌ÷À÷À|2|1|1|2|1|2|1|1|2|2|27
1365|150|ÀÌ÷À÷À|2|2|3|2|1|2|2|2|2|2|28
1366|150|ÀÌ÷À÷À|2|4|3|2|1|2|2|1|4|2|28
1367|150|ÀÌ÷À÷À|2|3|1|3|2|3|2|3|2|1|21
1368|150|ÀÌ÷À÷À|2|1|4|5|4|3|2|5|2|1|21
1369|150|ÀÌ÷À÷À|2|2|3|2|1|4|2|3|2|1|27
1370|150|ÀÌ÷À÷À|2|8|2|2|1|4|2|3|2|1|21
1371|150|ÀÌ÷À÷À|2|3|3|2|1|4|2|5|2|3|28
1372|83|ÀÌ÷À÷À|2|2|3|2|1|2|1|4|5|2|27
1373|84|ÀÌ÷À÷À|2|3|3|2|1|2|1|2|1|4|28
1374|85|ÀÌ÷À÷À|2|1|3|3|2|5|2|4|1|1|27
1375|86|ÀÌ÷À÷À|2|4|1|4|2|5|2|5|4|1|71
1376|87|ÀÌ÷À÷À|2|3|3|2|1|4|2|5|2|1|21
1377|88|ÀÌ÷À÷À|2|5|3|2|1|5|2|1|4|2|28
1378|89|ÀÌ÷À÷À|2|3|3|3|4|3|2|3|5|2|72
1379|90|ÀÌ÷À÷À|2|4|3|2|1|5|2|4|2|5|28
1380|91|ÀÌ÷À÷À|2|3|4|2|5|3|2|5|1|4|21
1381|83|ÀÌ÷À÷À|2|3|1|2|4|2|3|5|4|2|27
1382|84|ÀÌ÷À÷À|2|1|3|4|2|2|5|4|2|1|27
1383|85|ÀÌ÷À÷À|2|1|3|2|3|3|2|5|2|3|27
1384|86|ÀÌ÷À÷À|2|2|3|2|1|2|3|2|5|2|27
1385|87|ÀÌ÷À÷À|2|4|3|5|2|4|2|5|3|2|73
1386|88|ÀÌ÷À÷À|2|5|2|2|1|2|1|2|3|2|22
1387|89|ÀÌ÷À÷À|2|3|3|2|1|4|2|5|2|1|21
1388|90|ÀÌ÷À÷À|2|2|2|3|5|4|2|3|5|2|21
1389|91|ÀÌ÷À÷À|2|5|3|2|1|4|2|3|2|2|28
1390|83|ÀÌ÷À÷À|2|2|3|2|1|2|1|4|2|2|21
1391|84|ÀÌ÷À÷À|2|1|2|5|2|3|2|4|2|1|27
1392|85|ÀÌ÷À÷À|2|2|3|2|1|4|1|2|3|2|28
1393|86|ÀÌ÷À÷À|2|5|2|2|1|4|2|5|2|3|28
1394|87|ÀÌ÷À÷À|2|2|3|4|5|3|2|5|4|3|71
1395|88|ÀÌ÷À÷À|2|4|3|2|5|2|5|4|5|2|27
1396|89|ÀÌ÷À÷À|2|3|2|5|2|4|2|5|2|1|27
1397|90|ÀÌ÷À÷À|2|2|5|5|5|3|2|5|4|2|6
1398|91|ÀÌ÷À÷À|2|1|3|3|2|3|2|3|2|2|27
1399|83|ÀÌ÷À÷À|2|5|2|4|2|5|2|3|2|1|27
1400|84|ÀÌ÷À÷À|2|4|3|2|1|4|2|5|2|2|28
1401|85|ÀÌ÷À÷À|2|2|1|2|4|2|3|5|5|4|6
1402|86|ÀÌ÷À÷À|2|3|3|2|1|2|1|4|2|2|21
1403|87|ÀÌ÷À÷À|2|2|3|5|2|4|3|3|3|2|22
1404|88|ÀÌ÷À÷À|2|2|2|3|5|2|4|5|2|4|27
1405|89|ÀÌ÷À÷À|2|1|4|2|5|3|3|3|2|1|27
1406|90|ÀÌ÷À÷À|2|3|3|5|4|2|5|4|3|5|21
1407|91|ÀÌ÷À÷À|2|2|5|5|5|4|5|3|2|1|21
1408|81|ÀÌ÷À÷À|1|3|1|1|1|3|2|4|5|3|26
1409|81|ÀÌ÷À÷À|1|3|2|3|1|3|2|4|5|1|46
1410|81|ÀÌ÷À÷À|1|3|3|2|3|1|3|2|4|5|1
1411|81|ÀÌ÷À÷À|1|3|1|4|2|3|5|2|3|4|49
1412|81|ÀÌ÷À÷À|1|3|2|3|5|4|3|2|1|5|17
1413|81|ÀÌ÷À÷À|1|3|1|2|3|5|1|2|5|2|44
1414|81|ÀÌ÷À÷À|1|3|5|1|5|4|2|1|2|3|47
1415|81|ÀÌ÷À÷À|1|3|1|2|3|4|5|5|4|3|3
1416|81|ÀÌ÷À÷À|1|3|3|4|1|2|5|1|2|3|27
1417|81|ÀÌ÷À÷À|1|3|2|5|1|2|3|4|1|2|10
1418|4|ÀÌ÷À÷À|1|3|3|1|5|2|4|3|2|5|52
1419|82|ÀÌ÷À÷À|1|3|2|1|5|1|2|3|1|4|14
1420|82|ÀÌ÷À÷À|1|3|3|2|3|2|5|1|2|3|49
1421|82|ÀÌ÷À÷À|1|3|3|4|5|3|4|3|4|3|2
1422|82|ÀÌ÷À÷À|1|3|3|2|4|2|4|4|4|5|59
1423|82|ÀÌ÷À÷À|1|3|3|5|2|3|3|2|1|3|47
1424|82|ÀÌ÷À÷À|1|3|2|4|3|2|2|1|4|3|19
1425|82|ÀÌ÷À÷À|1|3|3|5|1|5|3|1|3|5|60
1426|82|ÀÌ÷À÷À|1|3|1|2|3|5|2|1|2|3|47
1427|82|ÀÌ÷À÷À|1|3|3|2|5|1|2|3|3|3|53
1428|149|ÀÌ÷À÷À|2|3|1|2|3|2|2|2|4|2|21
1429|149|ÀÌ÷À÷À|2|3|5|5|1|2|5|2|3|3|27
1430|149|ÀÌ÷À÷À|2|3|5|2|3|2|5|5|5|2|22
1431|149|ÀÌ÷À÷À|2|3|5|3|2|4|3|4|4|2|6
1432|149|ÀÌ÷À÷À|2|3|2|3|2|4|4|2|4|3|5
1433|149|ÀÌ÷À÷À|2|3|1|4|4|3|2|4|3|2|27
1434|149|ÀÌ÷À÷À|2|3|2|4|3|2|1|2|3|4|27
1435|149|ÀÌ÷À÷À|2|3|1|5|2|4|3|3|5|2|5
1436|149|ÀÌ÷À÷À|2|3|2|3|5|1|2|3|5|3|21
1437|149|ÀÌ÷À÷À|2|3|5|3|3|3|3|3|5|3|6
1438|150|ÀÌ÷À÷À|2|3|4|2|3|4|1|2|3|1|21
1439|150|ÀÌ÷À÷À|2|3|4|1|2|2|4|3|2|4|27
1440|150|ÀÌ÷À÷À|2|3|3|2|1|4|3|2|1|3|21
1441|150|ÀÌ÷À÷À|2|3|3|1|2|5|2|4|2|1|22
1442|150|ÀÌ÷À÷À|2|3|5|2|2|3|4|2|1|5|6
1443|150|ÀÌ÷À÷À|2|3|5|2|3|2|3|1|2|3|22
1444|150|ÀÌ÷À÷À|2|3|2|5|1|2|3|1|2|5|27
1445|150|ÀÌ÷À÷À|2|3|5|1|2|3|5|1|2|3|27
1446|150|ÀÌ÷À÷À|2|3|3|2|2|2|2|4|2|5|21
1447|150|ÀÌ÷À÷À|2|3|5|2|3|2|5|1|2|3|22
1448|16|ÀÌ÷À÷À|1|3|1|5|3|2|5|2|3|4|59
1449|16|ÀÌ÷À÷À|1|3|5|4|3|2|5|3|2|5|52
1450|16|ÀÌ÷À÷À|1|3|1|2|3|5|3|4|2|4|1
1451|16|ÀÌ÷À÷À|1|3|2|2|1|1|2|4|2|2|9
1452|16|ÀÌ÷À÷À|1|3|5|2|2|4|1|3|1|2|47
1453|16|ÀÌ÷À÷À|1|3|3|2|2|3|2|3|4|4|53
1454|17|ÀÌ÷À÷À|1|3|3|2|4|3|2|4|2|3|46
1455|17|ÀÌ÷À÷À|1|3|1|4|3|3|2|4|3|2|20
1456|17|ÀÌ÷À÷À|1|3|2|4|1|2|2|5|5|5|10
1457|17|ÀÌ÷À÷À|1|3|5|2|4|2|3|2|3|1|53
1458|17|ÀÌ÷À÷À|1|3|3|2|1|2|3|5|2|3|26
1459|17|ÀÌ÷À÷À|1|3|5|2|3|2|1|4|3|2|47
1460|18|ÀÌ÷À÷À|1|3|2|2|3|2|1|4|2|5|14
1461|18|ÀÌ÷À÷À|1|3|5|3|3|2|1|4|2|3|46
1462|18|ÀÌ÷À÷À|1|3|2|1|5|3|2|1|5|2|19
1463|18|ÀÌ÷À÷À|1|3|4|4|4|2|3|4|2|3|52
1464|18|ÀÌ÷À÷À|1|3|3|2|4|3|2|3|2|3|46
1465|18|ÀÌ÷À÷À|1|3|1|3|2|3|4|3|2|2|7
1466|19|ÀÌ÷À÷À|1|3|1|4|3|2|4|3|3|3|56
1467|19|ÀÌ÷À÷À|1|3|2|3|2|3|2|2|1|4|14
1468|19|ÀÌ÷À÷À|1|3|1|5|2|2|5|3|3|4|50
1469|19|ÀÌ÷À÷À|1|3|5|3|4|5|3|4|3|5|4
1470|19|ÀÌ÷À÷À|1|3|3|4|3|3|3|3|4|2|8
1471|19|ÀÌ÷À÷À|1|3|3|2|4|2|2|2|3|4|53
1472|20|ÀÌ÷À÷À|1|3|1|4|3|2|1|4|3|5|19
1473|20|ÀÌ÷À÷À|1|3|2|3|2|3|3|2|5|2|20
1474|20|ÀÌ÷À÷À|1|3|1|2|5|3|2|1|2|3|14
1475|20|ÀÌ÷À÷À|1|3|2|1|3|5|3|2|2|2|17
1476|20|ÀÌ÷À÷À|1|3|1|5|2|3|5|2|3|4|49
1477|20|ÀÌ÷À÷À|1|3|2|3|5|2|5|3|2|5|52
1478|21|ÀÌ÷À÷À|1|3|3|3|3|4|4|3|4|5|2
1479|21|ÀÌ÷À÷À|1|3|2|5|1|2|5|3|5|2|15
1480|21|ÀÌ÷À÷À|1|3|4|2|3|2|3|2|3|1|56
1481|21|ÀÌ÷À÷À|1|3|2|3|4|5|1|2|3|5|50
1482|21|ÀÌ÷À÷À|1|3|5|3|2|2|1|5|3|2|53
1483|21|ÀÌ÷À÷À|1|3|1|2|5|3|2|1|5|2|20
1484|22|ÀÌ÷À÷À|1|3|5|5|3|5|2|5|2|3|47
1485|22|ÀÌ÷À÷À|1|3|2|2|5|2|5|2|3|3|44
1486|22|ÀÌ÷À÷À|1|3|1|2|4|3|1|2|5|3|45
1487|22|ÀÌ÷À÷À|1|3|2|3|1|2|3|5|1|2|23
